Publication Year,Month,Category,college,Research field ,Title,Source Title
2023,November,wos,College of Science,Scientific,"Synthesis, structure characterization, DFT calculations, and computational anticancer activity investigations of 1-phenyl ethanol derivatives",JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS
2023,November,wos,College of Science,Scientific,"Synthesis, X-ray Structures and Hirshfeld Analysis of Two Novel Thiocyanate-Bridged Ag(I) Coordination Polymers",JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION
2023,November,wos,College of Science,Scientific,Tandem Photooxidation/Acetalization of Alcohols to Acetals/Ketals with Sulfur-doped Carbon Nitride,GEOCARTO INTERNATIONAL
2023,November,wos,College of Science,Scientific,The effect of dust streaming on arbitrary amplitude solitary waves in superthermal polarized space dusty plasma,PHYSICA SCRIPTA
2023,November,wos,College of Science,Scientific,The influence of rotation and viscosity on generalized conformable fractional micropolar thermoelasticity with two temperatures,RESULTS IN ENGINEERING
2023,November,wos,College of Science,Scientific,The solitary wave solutions of the stochastic Heisenberg ferromagnetic spin chain equation using two different analytical methods,PHYSICA SCRIPTA
2023,November,wos,College of Science,Scientific,"The study of structural, magnetic, and microwave absorbing properties of graphene/hexagonal ferrite for microwave absorber",INTERNATIONAL JOURNAL OF FOOD PROPERTIES
2023,November,wos,College of Science,Scientific,Thermal analysis of micropolar hybrid nanofluid inspired by 3D stretchable surface in porous media,OPEN CHEMISTRY
2023,November,wos,College of Science,Scientific,"Unveiling a novel terpolymer-metal complex: A detailed exploration of synthesis, characterization, and its potential as an antimicrobial and antioxidant agent",PHYSICA B-CONDENSED MATTER
2023,November,wos,College of Science,Scientific,"Unveiling the potentials of polyvinyl alcohol/manganese chloride nanocomposites films: A detailed examination of their structural, spectral, and radiation properties",PLANT STRESS
2023,November,wos,College of Science,Scientific,"( is an element of, is an element of 2 _ ' q. k) -Uni-Intuitionistic Fuzzy Soft h-Ideals in Subtraction BG-Algebras",CHAOS SOLITONS & FRACTALS
2023,November,wos,College of Science,Scientific,"A closer inspection of the structural, mechanical, optical and radiation shielding properties of GeO2-doped magnesium-telluroborate glasses",PHYSICA SCRIPTA
2023,November,wos,College of Science,Scientific,A closer look at the utilized radiation doses during computed tomography pulmonary angiography (CTPA) for COVID-19 patients,SOLAR ENERGY
2023,November,wos,College of Science,Scientific,A Comparative Analysis of Fractional-Order Fokker–Planck Equation,JOURNAL OF MOLECULAR LIQUIDS
2023,November,wos,College of Science,Scientific,A Comparative Study of the Fractional-Order Belousov–Zhabotinsky System,PHYSICA B-CONDENSED MATTER
2023,November,wos,College of Science,Scientific,"A concept for the biotechnological minimizing of emerging plastics, micro- and nano-plastics pollutants from the environment: A review",FRONTIERS IN MICROBIOLOGY
2023,November,wos,College of Science,Scientific,A fractionally time-delayed SD-Van der Pol oscillator with a non-perturbative approach,AXIOMS
2023,November,wos,College of Science,Scientific,A Laser-Induced Mo2CTx MXene Hybrid Anode for High-Performance Li-Ion Batteries,RESULTS IN PHYSICS
2023,November,wos,College of Science,Scientific,"A New Flexible Four Parameter Bathtub Curve Failure Rate Model, and Its Application to Right-Censored Data",AIP ADVANCES
2023,November,wos,College of Science,Scientific,"A novel heat recovery for a marine diesel engine with power and cooling outputs; exergetic, economic, and net present value investigation and multi-criteria NSGA-II optimization",JOURNAL OF TAIBAH UNIVERSITY FOR SCIENCE
2023,November,wos,College of Science,Scientific,A novel HIV model through fractional enlarged integral and differential operators,SUSTAINABILITY
2023,November,wos,College of Science,Scientific,A simplistic approach for the synthesis of Covalent Organic Frameworks (COFs) comprising of tetrafunctionalized porphyrin and polyoxometalates to uncover catalytic applications,FRONTIERS IN PHARMACOLOGY
2023,November,wos,College of Science,Scientific,A simplistic approach for the synthesis of Covalent Organic Frameworks(COFs) comprising of tetrafunctionalized porphyrin and polyoxometalates to uncover catalytic applications,INTERNATIONAL JOURNAL OF HYPERTHERMIA
2023,November,wos,College of Science,Scientific,A Variety of Weighted Opial-Type Inequalities with Applications for Dynamic Equations on Time Scales,JOURNAL OF ELECTROMAGNETIC WAVES AND APPLICATIONS
2023,November,wos,College of Science,Scientific,Abundant Solitary Wave Solutions for the Boiti-Leon-Manna-Pempinelli Equation with M-Truncated Derivative,PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS
2023,November,wos,College of Science,Scientific,Acid protease functionalized novel silver nanoparticles (APTs-AgNPs): A new approach towards photocatalytic and biological applications,DIAMOND AND RELATED MATERIALS
2023,November,wos,College of Science,Scientific,Action of projections on Banach algebras,JOURNAL OF RADIATION RESEARCH AND APPLIED SCIENCES
2023,November,wos,College of Science,Scientific,"Adsorption and Removal of Tetrabromobisphenol A by Adsorption on Functionalized Mesoporous Silica Nanotubes: Isotherms, Kinetics, Thermodynamics, and Optimization via Box-Behnken Design",JOURNAL OF APPLIED ANALYSIS AND COMPUTATION
2023,November,wos,College of Science,Scientific,"Adsorption of Ibuprofen as a pharmaceutical pollutant from aqueous phase using zinc oxide nanoparticles: Green synthesis, batch adsorption, and biological activities",SYMMETRY-BASEL
2023,November,wos,College of Science,Scientific,Advanced investigation of the olfactory perception of semiochemical TMT on OR5K1 and Olfr175 by statistical physics approach,SYMMETRY-BASEL
2023,November,wos,College of Science,Scientific,An Experimental and Computational Analysis of Plant Compounds from Whole Urtica dioica L. Plant’s Essential Oil for Antioxidant and Antibacterial Activities,COMPUTATIONAL BIOLOGY AND CHEMISTRY
2023,November,wos,College of Science,Scientific,An extended Painlevé integrable Kadomtsev--Petviashvili equation with lumps and multiple soliton solutions,JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY
2023,November,wos,College of Science,Scientific,An optimized stability framework for three-dimensional Hartman flow via Chebyshev collocation simulations,ACS OMEGA
2023,November,wos,College of Science,Scientific,Analysis of a conformable generalized geophysical KdV equation with Coriolis effect,SYMMETRY-BASEL
2023,November,wos,College of Science,Scientific,ANALYSIS OF THE CONFORMABLE TEMPORAL-FRACTIONAL SWIFT-HOHENBERG EQUATION USING A NOVEL COMPUTATIONAL TECHNIQUE,GEORGIAN MATHEMATICAL JOURNAL
2023,November,wos,College of Science,Scientific,Analytical and numerical solutions with bifurcation analysis for the nonlinear evolution equation in (2+1)-dimensions,OPEN PHYSICS
2023,November,wos,College of Science,Scientific,Analytical Solutions for a New Form of the Generalized q-Deformed Sinh–Gordon Equation:(Formula Presented)=eαu[sinhq(uγ)]p-δ,AIP ADVANCES
2023,November,wos,College of Science,Scientific,Antibacterial Activity of Bioactive Compounds Extracted from the Egyptian Untapped Green Alga Rhizoclonium hieroglyphicum,AIP ADVANCES
2023,November,wos,College of Science,Scientific,Antifungal Activity of Cell-Free Filtrate of Probiotic Bacteria Lactobacillus rhamnosus ATCC-7469 against Fungal Strains Isolated from a Historical Manuscript,AXIOMS
2023,November,wos,College of Science,Scientific,Application of the q-Homotopy Analysis Transform Method to Fractional-Order Kolmogorov and Rosenau–Hyman Models within the Atangana–Baleanu Operator,PROGRESS IN PHOTOVOLTAICS
2023,November,wos,College of Science,Scientific,Assessment of cytotoxic and apoptotic activities of the Cassia angustifolia aqueous extract against SW480 colon cancer,OPEN PHYSICS
2023,November,wos,College of Science,Scientific,"Assessment of Structural, Optical, and Antibacterial Properties of Green Sn(Fe: Ni)O2Nanoparticles Synthesized Using Azadirachta indica Leaf Extract",PLANTS-BASEL
2023,November,wos,College of Science,Scientific,Assessment of the physicochemical and sensory characteristics of fermented camel milk fortified with Cordia myxa and its biological effects against oxidative stress and hyperlipidemia in rats,CERAMICS INTERNATIONAL
2023,November,wos,College of Science,Scientific,Association between interleukin-27 gene polymorphisms and Plasmodium falciparum Malaria,OPTICAL AND QUANTUM ELECTRONICS
2023,November,wos,College of Science,Scientific,Atangana–Baleanu–Caputo differential equations with mixed delay terms and integral boundary conditions,OPEN CHEMISTRY
2023,November,wos,College of Science,Scientific,Battery management system enhancement for lithium-ions battery cells using switched shunt resistor approach based on finite state machine control algorithm,JOURNAL OF MOLECULAR STRUCTURE
2023,November,wos,College of Science,Scientific,Binuclear spin-crossover [Fe(bt)(NCS)2]2(bpm) complex: A study using first principles calculations,BIOMEDICINE & PHARMACOTHERAPY
2023,November,wos,College of Science,Scientific,"Bioactive Compounds, Antioxidant, and Antibacterial Activity Against MDR and Food-Borne Pathogenic Bacteria of Psidium guajava. L Fruit During Ripening",JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY
2023,November,wos,College of Science,Scientific,Biochemical and phenological characterization of diverse wheats and their association with drought tolerance genes,OPTICAL AND QUANTUM ELECTRONICS
2023,November,wos,College of Science,Scientific,Biodegradable wound dressing-based collagen/hyaluronic acid loaded antibacterial agents for wound healing application,INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY
2023,November,wos,College of Science,Scientific,"Biological evaluation, docking studies, and in silico ADME prediction of some pyrimidine and pyridine derivatives as potential EGFRWT and EGFRT790M inhibitors",RESEARCH IN ASTRONOMY AND ASTROPHYSICS
2023,November,wos,College of Science,Scientific,Bi-slant lightlike submanifolds of golden semi-Riemannian manifolds,MATERIALS TODAY COMMUNICATIONS
2023,November,wos,College of Science,Scientific,"Bismuth tungstate Bi2WO6: a review on structural, photophysical and photocatalytic properties",ENERGY SCIENCE & ENGINEERING
2023,November,wos,College of Science,Scientific,Bright and dark optical modulated soliton solutions for the fourth-order (2+1)-dimensional Schrödinger equation with higher-order odd and even terms,ACS OMEGA
2023,November,wos,College of Science,Scientific,"Characterization of cellulose-functionalized phillipsite biocomposite as an enhanced carrier of oxaliplatin drug during the treatment of colorectal cancer: loading, release, and cytotoxicity",JOURNAL OF RADIATION RESEARCH AND APPLIED SCIENCES
2023,November,wos,College of Science,Scientific,Chemometrics and Spectroscopic Analyses of Peganum harmala Plant’s Seeds by Laser-Induced Breakdown Spectroscopy,JOURNAL OF RADIATION RESEARCH AND APPLIED SCIENCES
2023,November,wos,College of Science,Scientific,"Circulation of thermophilic Campylobacter in pigeons, turkeys, and humans at live bird markets in Egypt",ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY & CHEMICAL PHYSICS
2023,November,wos,College of Science,Scientific,Clustering of COVID-19 Multi-Time Series-Based K-Means and PCA With Forecasting,CHEMBIOENG REVIEWS
2023,November,wos,College of Science,Scientific,CO2 storage in porous media unsteady thermosolutal natural convection -Application in deep saline aquifer reservoirs,DIAMOND AND RELATED MATERIALS
2023,November,wos,College of Science,Scientific,"Co-doped yttria borate glasses: investigation of physical, FTIR spectroscopy, optical and radiation interaction characteristics",MICROBIAL PATHOGENESIS
2023,November,wos,College of Science,Scientific,Comparative Analysis of Darcy–Forchheimer Radiative Flow of a Water-Based Al2O3-Ag/TiO2 Hybrid Nanofluid over a Riga Plate with Heat Sink/Source,JOURNAL OF INORGANIC AND ORGANOMETALLIC POLYMERS AND MATERIALS
2023,November,wos,College of Science,Scientific,Comparative Effects of Hydropriming and Iron Priming on Germination and Seedling Morphophysiological Attributes of Stay-Green Wheat,FRONTIERS IN PLANT SCIENCE
2023,November,wos,College of Science,Scientific,Comparative genomics reveals the presence of simple sequence repeats in genes related to virulence in plant pathogenic Pythium ultimum and Pythium vexans,WATER
2023,November,wos,College of Science,Scientific,Comparative morpho-anatomical study on Leptadenia pyrotechnica (Apocynaceae) growing in the hyper-arid and arid habitats of Saudi Arabia,NANOMATERIALS
2023,November,wos,College of Science,Scientific,"Composition, Abundance, and Diversity of the Soil Microbiome Associated with the Halophytic Plants Tamarix aphylla and Halopeplis perfoliata on Jeddah Seacoast, Saudi Arabia",FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY
2023,November,wos,College of Science,Scientific,Composted Bagasse and/or Cyanobacteria-Based Bio-Stimulants Maintain Barley Growth and Productivity under Salinity Stress,SOFT COMPUTING
2023,November,wos,College of Science,Scientific,Comprehensive evaluation of zeolite/marine alga nanocomposite in the removal of waste dye from industrial wastewater,MATERIALS SCIENCE AND ENGINEERING B-ADVANCED FUNCTIONAL SOLID-STATE MATERIALS
2023,November,wos,College of Science,Scientific,Computational Analysis for Fréchet Parameters of Life from Generalized Type-II Progressive Hybrid Censored Data with Applications in Physics and Engineering,BIOMEDICINES
2023,November,wos,College of Science,Scientific,"Construction of Te-ZnO@S-g-C3N4 Heterojunction Nanocomposites for the Efficient Removal of Methylene Blue, Antifungal Activity, and Adsorption of Cr(VI) Ion",CERAMICS INTERNATIONAL
2023,November,wos,College of Science,Scientific,"Controlling the oxide film destruction, metal dissolution, and H2 generation on Al in acid solutions",RSC ADVANCES
2023,November,wos,College of Science,Scientific,"Crystal structure of 4-chloro-N′-[(1E)-pyridin-3-ylmethylidene]benzohydrazide, C13H10ClN3O",MOLECULES
2023,November,wos,College of Science,Scientific,Darcy–Brinkman Double Diffusive Convection in an Anisotropic Porous Layer with Gravity Fluctuation and Throughflow,INORGANIC CHEMISTRY COMMUNICATIONS
2023,November,wos,College of Science,Scientific,Defect characteristic of oxygen-deficient Ge-doped preform using photoluminescence spectroscopy,JOURNAL OF TAIBAH UNIVERSITY FOR SCIENCE
2023,November,wos,College of Science,Scientific,Design of Metaheuristic Optimization with Deep-Learning-Assisted Solar-Operated On-Board Smart Charging Station for Mass Transport Passenger Vehicle,INORGANICS
2023,November,wos,College of Science,Scientific,"DESIGN, SYNTHESIS, AND CYTOTOXIC ACTIVITY OF SOME NOVEL N-(SUBSTITUTED) BENZAMIDE DERIVATIVES BEARING COUMARIN AND 1-AZOCOUMARIN COMPOUNDS",JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY
2023,November,wos,College of Science,Scientific,"Design, Synthesis, Antiproliferative Actions, and DFT Studies of NewBis-PyrazolineDerivatives asDual EGFR/BRAF(V600E) Inhibitors",MACROMOLECULAR RESEARCH
2023,November,wos,College of Science,Scientific,"Design, synthesis, apoptotic, and antiproliferative effects of 5-chloro-3-(2-methoxyvinyl)-indole-2-carboxamides and pyrido[3,4-b]indol-1-ones as potent EGFR(WT/)EGFR(T790M) inhibitors",JOURNAL OF MOLECULAR STRUCTURE
2023,November,wos,College of Science,Scientific,Designing CuSe-gCN nanocomposite as an active electrocatalyst for water oxidation,INORGANICS
2023,November,wos,College of Science,Scientific,Designing of novel organic semiconductors materials for organic solar cells: A machine learning assisted proficient pipeline,ASIAN JOURNAL OF ORGANIC CHEMISTRY
2023,November,wos,College of Science,Scientific,Development of Ce3+- and Yb3+-doped borate glasses for optical and radiation protection materials,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A-A JOURNAL OF PHYSICAL SCIENCES
2023,November,wos,College of Science,Scientific,Development of rare-earth doped aluminate embedded into electrospun polyvinyl chloride nanofibers for information encryption,FRONTIERS IN PHYSICS
2023,November,wos,College of Science,Scientific,"Development of sustainable superhydrophobic coatings on aluminum substrate using magnesium nanoparticles for enhanced catalytic activity, self-cleaning, and corrosion resistance",FRONTIERS IN PHYSICS
2023,November,wos,College of Science,Scientific,Discovery of chalcone derivatives as potential α-glucosidase and cholinesterase inhibitors: Effect of hyperglycemia in paving a path to dementia,PHYSICA SCRIPTA
2023,November,wos,College of Science,Scientific,Dual Impacts of Bi2O3/B2O3 Substitution on Mechanical and Attenuation Properties of Zinc–Bismuth–Borate Ternary Glasses for Diagnosis γ-Rays Shielding Materials Application,NANOSCALE ADVANCES
2023,November,wos,College of Science,Scientific,Dual rotations of rods on thermosolutal convection in a porous cavity suspended by nanoencapsulated phase change materials,HELIYON
2023,November,wos,College of Science,Scientific,Ecofriendly and radiation shielding properties of newly developed epoxy with waste marble and WO3nanoparticles,MATERIALS TODAY COMMUNICATIONS
2023,December,Wos,College of Science,Scientific,Ecofriendly green synthesis of Ag@Cu bimetallic nanoparticles using Seidlitzia stocksii stem extract: photocatalytic degradation of methylene blue,JOURNAL OF RADIATION RESEARCH AND APPLIED SCIENCES
2023,December,Wos,College of Science,Scientific,Effect of Acute Melatonin Injection on Metabolomic and Testicular Artery Hemodynamic Changes and Circulating Hormones in Shiba Goats under Sub-Tropical Environmental Conditions,JOURNAL OF MOLECULAR STRUCTURE
2023,December,Wos,College of Science,Scientific,Effect of an excited non-local microelongated semiconductor with variable thermal conductivity on the propagation of photo-thermoelastic waves,CRYSTALS
2023,December,Wos,College of Science,Scientific,Effect of Cr-Doping on the Structural and Magnetic Properties of Mechanically Alloyed FeCoNiAlMn1-x Cr x High-Entropy Alloy Powder,JOURNAL OF RADIATION RESEARCH AND APPLIED SCIENCES
2023,December,Wos,College of Science,Scientific,"Effect of external static pressure on structural, electronic, and optical properties of 2-D hetero-junction MoS2 for a photocatalytic applications: A DFT study",JOURNAL OF ENERGY STORAGE
2023,December,Wos,College of Science,Scientific,"Effect of Foliar Application of Phosphorus, Zinc, and Silicon Nanoparticles along with Mineral NPK Fertilization on Yield and Chemical Compositions of Rice (Oryza sativa L.)",PHYSICA B-CONDENSED MATTER
2023,December,Wos,College of Science,Scientific,Effect of inclined magnetic field on radiative heat and mass transfer in chemically reactive hybrid nanofluid flow due to dual stretching,JOURNAL OF RADIATION RESEARCH AND APPLIED SCIENCES
2023,December,Wos,College of Science,Scientific,Effect of jasmonic acid on the phytoremediation of dinitrophenol from wastewater by Solanum nigrum L. and Atriplex lentiformis (Torr.) S. Watson,VACUUM
2023,December,Wos,College of Science,Scientific,Effect of orbital angular momentum on dust-ion-acoustic waves in a superthermal plasma,OPEN CHEMISTRY
2023,December,Wos,College of Science,Scientific,Effect of Polypyrrole on the Capacitance Enhancement of the Spherical ZnS-ZnO/g-C3N4 Nanocomposite for Supercapacitor Applications,APPLIED RADIATION AND ISOTOPES
2023,December,Wos,College of Science,Scientific,Effective three-dimensional thermal conductivity networks in polystyrene/multi-walled carbon nanotubes/aluminum oxide@hexagonal boron nitride composites based on synergistic effects and isolated structures,JOURNAL OF RADIATION RESEARCH AND APPLIED SCIENCES
2023,December,Wos,College of Science,Scientific,Efficient Difference and Ratio-Type Imputation Methods under Ranked Set Sampling,JOURNAL OF MOLECULAR STRUCTURE
2023,December,Wos,College of Science,Scientific,Efficient Removal and Conditions Optimization of Textile Dyes Using UV/TiO2 Based Advanced Oxidation Process,MICROBIAL PATHOGENESIS
2023,December,Wos,College of Science,Scientific,Electrically charged isotropic stars with Tolman−IV model,Journal of Biomolecular Structure and Dynamics
2023,December,wos,College of Science,Scientific,"Electronic, Structural, Optical, and Magnetic Characteristics A2MgS4 of (A=Dy, Er) Spinel Sulfides: A Density Functional Theory Study",Mathematics
2023,December,wos,College of Science,Scientific,Elucidation of novel compounds and epitope-based peptide vaccine design against C30 endopeptidase regions of SARS-CoV-2 using immunoinformatics approaches,Fractals
2023,December,wos,College of Science,Scientific,Engineering preparation of the nanocomposite containing CoWO4 nanodots and its high electrochemical activities,Alexandria Engineering Journal
2023,December,Wos,College of Science,Scientific,Enhanced Photoresponsivity UV-C Photodetectors Using a p-n Junction Based on Ultra-Wide-Band Gap Sn-Doped β-Ga2O3 Microflake/MnO Quantum Dots,RADIATION PHYSICS AND CHEMISTRY
2023,December,Wos,College of Science,Scientific,Enhanced thermoelectric performance of P-type SnTe thin film through Sr doping and Post-Annealing treatment,JOURNAL OF RADIATION RESEARCH AND APPLIED SCIENCES
2023,December,Wos,College of Science,Scientific,Enhancing the Performance of Cobalt-based Oxide Electrode Material for Asymmetric Supercapacitor Devices,LIFE-BASEL
2023,December,Wos,College of Science,Scientific,Entropy analysis of a Sisko nanofluid on a stretching sheet under the Hall effect,AXIOMS
2023,December,Wos,College of Science,Scientific,Environmental impact of endocrine-disrupting chemicals and heavy metals in biological samples of petrochemical industry workers with perspective management,AXIOMS
2023,December,Wos,College of Science,Scientific,"Eriodictyol attenuates Furan induced testicular toxicity in Rats: Role of oxidative stress, steroidogenic enzymes and apoptosis",Open Physics
2023,December,Wos,College of Science,Scientific,Exact solutions of the Schrödinger equation using extended Nikiforov-Uvarov formalism for generalized pseudo-harmonic oscillator,AIP Advances
2023,December,Wos,College of Science,Scientific,Experimental assessment for the photon shielding features of silicone rubber reinforced by tellurium borate oxides,Micro and Nano Letters
2023,December,Wos,College of Science,Scientific,Fabrication of Molecularly Imprinted Polymer Films Based on Graphene Oxide and Carbon Nanotubes for Nitrogenous Compound Sensing in Fuel Chemicals,BIOLOGY-BASEL
2023,December,Wos,College of Science,Scientific,Fabrication of novel Zn (II)-imidazole based mixed matrix membranes for heavy metal removals from drinking water,PLoS ONE
2023,December,Wos,College of Science,Scientific,"Fabrication, physical, optical, and gamma-ray attenuation properties of platinum-doped borate glasses: experimental and theoretical investigation",Desalination and Water Treatment
2023,December,Wos,College of Science,Scientific,Facile fabrication of CoAl2O4 based rGO nanohybrid as an environmental purifier for photodegradation of methylene blue,Scientific Reports
2023,December,Wos,College of Science,Scientific,Facile Hydrothermal Synthesis of Visible-Light-Driven MnS/rGO Nanocomposite for Photocatalytic Degradation of Methylene Blue Dye,Environmental Science and Pollution Research
2023,December,Wos,College of Science,Scientific,Facile Synthesis of Vanadium Oxide/Carbon Spheres-Doped Nickel Oxide Functioned as a Nanocatalyst and Bactericidal Behavior with Molecular Docking Analysis,Crystals
2023,December,Wos,College of Science,Scientific,"First-principles calculations to investigate structural, electronic, phonon, magnetic and thermal properties of stable halide perovskite semiconductors Cs2GeMnI6 and Cs2GeNiI6",Heliyon
2023,December,Wos,College of Science,Scientific,Functional annotation of rhizospheric phageome of the wild plant species Moringa oleifera,"Chaos, Solitons and Fractals"
2023,December,Wos,College of Science,Scientific,Gamma-Nabla Hardy-Hilbert-Type Inequalities on Time Scales,Mathematics
2023,December,Wos,College of Science,Scientific,Generalized Bayes Estimation Based on a Joint Type-II Censored Sample from K-Exponential Populations,BioResources
2023,December,Wos,College of Science,Scientific,Glycine differentially improved the growth and biochemical composition of Synechocystis sp. PAK13 and Chlorella variabilis DT025,Food and Chemical Toxicology
2023,December,Wos,College of Science,Scientific,Graphitic-carbon nitride and poly acrylic acid doped vanadium oxide for efficient catalytic and antimicrobial activity: In silico molecular docking studies,IEEE Access
2023,December,Wos,College of Science,Scientific,Green Synthesis of Nanomagnetic Copper and Cobalt Ferrites Using Corchorus Olitorius,Nanoscale Advances
2023,December,Wos,College of Science,Scientific,Green synthesis of strontium-doped tin dioxide (SrSnO2) nanoparticles using the Mahonia bealei leaf extract and evaluation of their anticancer and antimicrobial activities,Symmetry
2023,December,Wos,College of Science,Scientific,Hybrid GO/TiO2 nanoparticles reinforced NaAlg/PVA blend: Nanocomposites for high-performance energy storage devices,Digest Journal of Nanomaterials and Biostructures
2023,December,Wos,College of Science,Scientific,Hyperstructure Theory Applied to BF-Algebras,Journal of Biomolecular Structure and Dynamics
2023,December,Wos,College of Science,Scientific,"Impact of high concentration of the Bi2O3 on the physical, mechanical and gamma ray shielding capability of the Bi2O3-TeO2-CdO glass system",Journal of Molecular Liquids
2023,December,Wos,College of Science,Scientific,Improving the Recombination Losses by the Inclusion of Bi-HTM (CuO/Silicon) Layers for Formamidinium Tin-Based Perovskite Solar Cells,Biomedical Chromatography
2023,December,Wos,College of Science,Scientific,In Silico Subtractive Proteomics and Molecular Docking Approaches for the Identification of Novel Inhibitors against Streptococcus pneumoniae Strain D39,AIP Advances
2023,December,Wos,College of Science,Scientific,In vitro repress of breast cancer by bio-product of edible Pleurotus ostreatus loaded with chitosan nanoparticles,APPLIED SCIENCES-BASEL
2023,December,Wos,College of Science,Scientific,Integrability of linear structure of components of modified Korteweg-De Vries hierarchy: multiple soliton solutions and breathers solutions,Journal of Molecular Liquids
2023,December,Wos,College of Science,Scientific,Investigation of Elastic Moduli and Gamma-Ray Shielding Parameters of P2O5-SiO2-BaO Glasses Doped with Varying WO3,Biomedicines
2023,December,Wos,College of Science,Scientific,"Investigation of structural, opto-electronic, mechanical and thermoelectric properties of Rb- based fluoro-perovskites RbXF3 (X = Rh, Os, Ir) via first-principles calculations",Horticulturae
2023,December,Wos,College of Science,Scientific,Irradiation as a Promising Technology to Improve Bacteriological and Physicochemical Quality of Fish,Sensors
2023,December,Wos,College of Science,Scientific,Kinematic Differential Geometry of a Line Trajectory in Spatial Movement,Agriculture (Switzerland)
2023,December,Wos,College of Science,Scientific,kNN local linear estimation of the conditional density and mode for functional spatial high dimensional data,Ecotoxicology and Environmental Safety
2023,December,Wos,College of Science,Scientific,L-Cysteine functionalized coral-like Ag doped MnO2 nanostructures for the real-time electrochemical detection of lead and cadmium ions,Applied Ecology and Environmental Research
2023,December,Wos,College of Science,Scientific,Magneto-bioconvection flow in a porous annulus between circular cylinders containing oxytactic microorganisms and NEPCM,Bulletin of the Chemical Society of Ethiopia
2023,December,Wos,College of Science,Scientific,Mathematical analysis of neurological disorder under fractional order derivative,RSC Advances
2023,December,Wos,College of Science,Scientific,Mechanochemical Synthesis and Molecular Docking Studies of New Azines Bearing Indole as Anticancer Agents,OPEN CHEMISTRY
2023,December,Wos,College of Science,Scientific,Metabolic and genotypic mechanisms involved in early defensive response of powdery mildew-infected wheat,Asymptotic Analysis
2023,December,Wos,College of Science,Scientific,Micellization of phenothiazine drug and nonionic surfactant TX-165 mixture in different composition and media: surface tension and UV-visible study,JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY
2023,December,Wos,College of Science,Scientific,Microbe-induced drought tolerance by ABA-mediated root architecture and epigenetic reprogramming,JOURNAL OF MOLECULAR MODELING
2023,December,Wos,College of Science,Scientific,Multidimensional dust-acoustic rogue waves in electron-depleted complex magnetoplasmas,RADIATION PHYSICS AND CHEMISTRY
2023,December,Wos,College of Science,Scientific,Natural Sweet Almond Oil as an Effective Green Inhibitor for Aluminum Corrosion in Sulfuric Acid Medium,MATERIALS CHEMISTRY AND PHYSICS
2023,December,wos,College of Science,Scientific,New Comparison Theorems to Investigate the Asymptotic Behavior of Even-Order Neutral Differential Equations,ACS Omega
2023,December,Wos,College of Science,Scientific,"New enantiornithine bird from the uppermost Cretaceous (Maastrichtian) of southern Patagonia, Argentina",AIMS Mathematics
2023,December,Wos,College of Science,Scientific,New insight into the dynamics of non-Newtonian Powell-Eyring fluid conveying tiny particles on Riga plate with suction and injection,AIMS Mathematics
2023,December,Wos,College of Science,Scientific,New optical soliton solutions and dynamical wave formations for a fractionally perturbed Chen-Lee-Liu (CLL) equation with a novel local fractional (NLF) derivative,AIMS Mathematics
2023,December,Wos,College of Science,Scientific,N-functionalization and defect engineering in ZnCo2O4 nanosheets boosted the performance of Zn-ion hybrid supercapacitor,AIMS Mathematics
2023,December,Wos,College of Science,Scientific,Nitrogen plasma synthesis of flexible supercapacitors based on reduced graphene oxide/aloe vera/carbon nanotubes nanocomposite,AXIOMS
2023,December,wos,College of Science,Scientific,Novel Approximations to the Damped Parametric Driven Pendulum Oscillators,Biomedicine and Pharmacotherapy
2023,December,wos,College of Science,Scientific,Numerical solution of an electrically conducting spinning flow of hybrid nanofluid comprised of silver and gold nanoparticles across two parallel surfaces,Bulletin of the Chemical Society of Ethiopia
2023,December,wos,College of Science,Scientific,"Observations into the reactivity, docking, DFT, and MD simulations of fludarabine and clofarabine in various solvents",Case Studies in Thermal Engineering
2023,December,wos,College of Science,Scientific,On the Dynamics of Solitary Waves to a (3+1)-Dimensional Stochastic Boiti-Leon-Manna-Pempinelli Model in Incompressible Fluid,Case Studies in Thermal Engineering
2023,December,wos,College of Science,Scientific,"On the propagation and interaction of ion-acoustic solitary, periodic, shock, and breather waves in a non-Maxwellian electron-positron-ion magnetoplasma",Cellular and Molecular Biology
2023,December,wos,College of Science,Scientific,On the super positron-acoustic rogue waves in q-nonextensive magnetoplasmas,Cellular and Molecular Biology
2023,December,wos,College of Science,Scientific,"On tungsten barium phosphate glasses: Elastic moduli, gamma-ray shielding properties as well as transmission factor (TF)",Ceramics International
