Publication Year,Month,Category,college,Research field ,Title,Source Title
2023,May,scopus,College of Science,Scientific,Nanospheres type Morphology for regulating the electrochemical property of CeO2 nanostructures for energy storage system,Radiation Physics and Chemistry
2023,May,scopus,College of Science,Scientific,New Fractional Integral Inequalities Pertaining to Center-Radius (cr)-Ordered Convex Functions,New Astronomy
2023,May,wos,College of Science,Scientific,Pancreatic Pathological Changes in Murine Toxoplasmosis and Possible Association with Diabetes Mellitus,RSC ADVANCES
2023,May,scopus,College of Science,Scientific,"Preparation, enhancement of permeability, and anti-biofouling properties of PEES/nano-silver/PVP mixed-matrix membrane",Journal of Electroanalytical Chemistry
2023,May,wos,College of Science,Scientific,Recent Advances in the Synthesis of MXene Quantum Dots,MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING
2023,May,wos,College of Science,Scientific,"Rutin-loaded selenium nanoparticles modulated the redox status, inflammatory, and apoptotic pathways associated with pentylenetetrazole-induced epilepsy in mice",INORGANIC CHEMISTRY COMMUNICATIONS
2023,May,wos,College of Science,Scientific,Synthesis of ternary photocatalysts BiVO4/Ag/black phosphorene for the degradation of dyes and pharmaceuticals,PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS
2023,May,wos,College of Science,Scientific,"Synthesis, characterization and biological evaluation of the novel chromenopyridothiazolopyrimidines and chromenopyridopyrimidothiazolo-pyrimidines",LASER PHYSICS
2023,May,wos,College of Science,Scientific,Thermal Behavior of the Time-Dependent Radiative Flow of Water-Based CNTs/Au Nanoparticles Past a Riga Plate with Entropy Optimization and Multiple Slip Conditions,CERAMICS INTERNATIONAL
2023,May,wos,College of Science,Scientific,Thermally Radiative Darcy-Forchheimer Flow of Cu/Ag Nanoliquid in Water Past a Heated Stretchy Sheet with Magnetic and Viscous Dissipation Impacts,INTERNATIONAL JOURNAL OF GEOMETRIC METHODS IN MODERN PHYSICS
2023,May,wos,College of Science,Scientific,Topological Indices of Graphs from Vector Spaces,JOURNAL OF MOLECULAR RECOGNITION
2023,May,scopus,College of Science,Scientific,"Tuning of band gap by anion variation of double perovskites K2AgInX6 (X = Cl, Br) for solar cells and thermoelectric applications",Journal of King Saud University - Science
2023,May,scopus,College of Science,Scientific,"Tuning of electronic bandgap and electronic transport properties of double perovksites A(2)NaScI(6)(A = Rb, Cs) for energy device applications",ACS Applied Materials and Interfaces
2023,May,wos,College of Science,Scientific,Wormlike Perovskite Oxide Coupled with Phase-Change Material for All-Weather Solar Evaporation and Thermal Storage Applications,JOURNAL OF NON-CRYSTALLINE SOLIDS
2023,May,wos,College of Science,Scientific,"700 keV Au ions beam effect on the structural, optical and photovoltaic properties of MAPbI3 solar cells",SUSTAINABILITY
2023,May,wos,College of Science,Scientific,"Computational Studies, GERS, Photovoltaic Modelling and Molecular Docking Studies of Diethylstilbestrol and Its Methyl Ether",COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION
2023,May,scopus,College of Science,Scientific,"Lanthanum substituted barium spinel ferrites, enhancement in various properties nanocrystalline ferrites",South African Journal of Botany
2023,May,scopus,College of Science,Scientific,Spacelike ruled surfaces with stationary Disteli-axis,Microscopy and Microanalysis
2023,May,wos,College of Science,Scientific,The attributes of the dust-acoustic solitary and periodic structures in the Saturn's inner magnetosphere,METABOLITES
2023,May,wos,College of Science,Scientific,"Assessment of Eight Faba Bean (Vicia faba L.) Cultivars for Drought Stress Tolerance through Molecular, Morphological, and Physiochemical Parameters",JOURNAL OF FUNCTIONAL BIOMATERIALS
2023,May,scopus,College of Science,Scientific,"One-Step Phytofabrication Method of Silver and Gold Nanoparticles Using Haloxylon salicornicum for Anticancer, Antimicrobial, and Antioxidant Activities",Microchemical Journal
2023,May,wos,College of Science,Scientific,Cytotoxicity Analysis for the Hydroxyl Functionalized MWCNT Reinforced PMMA Nanocomposites in Oral Squamous Carcinoma (KB) Cells,RADIATION PHYSICS AND CHEMISTRY
2023,May,wos,College of Science,Scientific,Antibiotic-Loaded Gold Nanoparticles: A Nano-Arsenal against ESBL Producer-Resistant Pathogens,RADIATION PHYSICS AND CHEMISTRY
2023,May,scopus,College of Science,Scientific,"Winter Bloom of Marine Cyanobacterium, Trichodesmium erythraeum and Its Relation to Environmental Factors",Physica Scripta
2023,May,wos,College of Science,Scientific,"Novel 1,2,4-triazoles as anti-enzymatic agents: Microwave versus conventional synthesis, characterization, docking and BSA binding studies",HELIYON
2023,May,wos,College of Science,Scientific,Suppression of Seedling Survival and Recruitment of the Invasive Tree Prosopis juliflora in Saudi Arabia through Its Own Leaf Litter: Greenhouse and Field Assessments,FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY
2023,May,wos,College of Science,Scientific,"Biosynthesized selenium nanoparticles to rescue coccidiosis-mediated oxidative stress, apoptosis and inflammation in the jejunum of mice",FRACTAL AND FRACTIONAL
2023,May,wos,College of Science,Scientific,Green Coffee Bean Extract Potentially Ameliorates Liver Injury due to HFD/STZ-Induced Diabetes in Rats,FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY
2023,May,wos,College of Science,Scientific,Staphylococcus aureus as Food-Borne Disease: An Ongoing Threat in Public Health in the Kingdom of Saudi Arabia,CHEMISTRYSELECT
2023,May,wos,College of Science,Scientific,Efficacy of priming wheat (Triticum aestivum) seeds with a benzothiazine derivative to improve drought stress tolerance,MATERIALS CHEMISTRY AND PHYSICS
2023,May,scopus,College of Science,Scientific,A narrative review on the beneficial impacts of probiotics on poultry: an updated knowledge,Journal of King Saud University - Science
2023,May,scopus,College of Science,Scientific,Stress-driven metabolites of desert soil fungi,Toxics
2023,May,scopus,College of Science,Scientific,Heteroblastic Inflorescence of Lamium amplexicaule L. in Egyptian Flora,Physica B: Condensed Matter
2023,May,wos,College of Science,Scientific,"Parasitological, Molecular, and Histopathological Investigation of the Potential Activity of Propolis and Wheat Germ Oil against Acute Toxoplasmosis in Mice",OPTICAL MATERIALS
2023,May,wos,College of Science,Scientific,Anatomical and Molecular Identification of Ornamental Plant Ficus L. Species,ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY & CHEMICAL PHYSICS
2023,May,wos,College of Science,Scientific,"A Comprehensive Approach to Derivatization: Elemental Composition, Biochemical, and In Silico Studies of Metformin Derivatives Containing Copper and Zinc Complexes",FRONTIERS IN MATERIALS
2023,May,wos,College of Science,Scientific,"Assessment of Structural, Optical, and Antibacterial Properties of Green Sn(Fe : Ni)O-2 Nanoparticles Synthesized Using Azadirachta indica Leaf Extract",JOURNAL OF INORGANIC AND ORGANOMETALLIC POLYMERS AND MATERIALS
2023,May,wos,College of Science,Scientific,"Autophagy activation, histopathological damage, and altered renal epithelial sodium channel and Na+,K+‐ATPase gene expression in offspring kidney after in utero exposure to allethrin",DISCOVER NANO
2023,May,wos,College of Science,Scientific,"Betulinic acid protects against cardiotoxicity of the organophosphorus pesticide chlorpyrifos by suppressing oxidative stress, inflammation, and apoptosis in rats",MATERIALS CHEMISTRY AND PHYSICS
2023,May,wos,College of Science,Scientific,Citrus Waste as Source of Bioactive Compounds: Extraction and Utilization in Health and Food Industry,JOURNAL OF ENERGY STORAGE
2023,May,wos,College of Science,Scientific,"Correction to: Green fabrication of nanocomposite doped with selenium nanoparticle–based starch and glycogen with its therapeutic activity: antimicrobial, antioxidant, and anti-inflammatory in vitro (Biomass Conversion and Biorefinery, (2023), 13, 1, (431-443), 10.1007/s13399-022-03257-8)",JOURNAL OF ELECTRONIC MATERIALS
2023,May,wos,College of Science,Scientific,Detecting STR profiles from degrading menstrual blood samples and their use as possible evidence in forensic investigations,SURFACES AND INTERFACES
2023,May,scopus,College of Science,Scientific,DNA Barcoding of Wild Plants with Potential Medicinal Properties from Faifa Mountains in Saudi Arabia,Materials Chemistry and Physics
2023,May,wos,College of Science,Scientific,Effects of Climatic Change on Potential Distribution of Spogostylum ocyale (Diptera: Bombyliidae) in the Middle East Using Maxent Modelling,RSC ADVANCES
2023,May,scopus,College of Science,Scientific,"Esculentoside A Inhibits Proliferation, Colony Formation, Migration, and Invasion of Human Colorectal Cancer Cells",Computational and Theoretical Chemistry
2023,May,wos,College of Science,Scientific,Fungus under a Changing Climate: Modeling the Current and Future Global Distribution of Fusarium oxysporum Using Geographical Information System Data,SOLID STATE COMMUNICATIONS
2023,May,wos,College of Science,Scientific,"Impact of gervital against histopathological, ultrastructural, and biochemical alterations caused by methotrexate or azathioprine in albino rat testis",PAKISTAN JOURNAL OF BOTANY
2023,May,scopus,College of Science,Scientific,In Vitro Propagation of Three Date Palm (Phoenix dactylifera L.) Varieties Using Immature Female Inflorescences,Pharmaceutics
2023,May,wos,College of Science,Scientific,LncRNA-GAS5 and β-Catenin as Independent Predictors of Asymptomatic Organ Damage in Nondiabetic Hypertensive Patients,PLANTS-BASEL
2023,May,scopus,College of Science,Scientific,"Metabolomic Profiling, Antibacterial, and Molluscicidal Properties of the Medicinal Plants Calotropis procera and Atriplex halimus: In Silico Molecular Docking Study",ACS Omega
2023,May,wos,College of Science,Scientific,Multi-target molecular dynamic simulations reveal glutathione-S-transferase as the most favorable drug target of knipholone in Plasmodium falciparum,MICROBIOLOGICAL RESEARCH
2023,May,wos,College of Science,Scientific,Novel nomograms predicting overall and cancer-specific survival of malignant ependymoma patients: a population-based study,CURRENT ISSUES IN MOLECULAR BIOLOGY
2023,May,wos,College of Science,Scientific,Patterns of mutations in nine cancer-related genes and PAF development among smoking male patients diagnosed with bladder cancer,GENES
2023,May,wos,College of Science,Scientific,Phytoremediation of dinitrophenol from wastewater by atriplex lentiformis: effect of salicylic acid,JOURNAL OF THE AMERICAN CERAMIC SOCIETY
2023,May,wos,College of Science,Scientific,"Plant-Based Copper Oxide Nanoparticles; Biosynthesis, Characterization, Antibacterial Activity, Tanning Wastewater Treatment, and Heavy Metals Sorption",RADIOCHIMICA ACTA
2023,May,wos,College of Science,Scientific,Rhizobiome Signature and Its Alteration Due to Watering in the Wild Plant Moringa oleifera,FRONTIERS IN MATERIALS
2023,May,wos,College of Science,Scientific,"Synthesis and characterization of cellulose functionalized zeolitic diatomite as an enhanced carrier of oxaliplatin drug; loading, release, and cytotoxicity",ARABIAN JOURNAL OF CHEMISTRY
2023,May,scopus,College of Science,Scientific,"Synthesis and characterization of different complexes derived from Schiff base and evaluation as a potential anticancer, antimicrobial, and insecticide agent",Arabian Journal of Chemistry
2023,May,scopus,College of Science,Scientific,"Synthesis of Green Magnetite/Carbonized Coffee Composite from Natural Pyrite for Effective Decontamination of Congo Red Dye: Steric, Synergetic, Oxidation, and Ecotoxicity Studies",Polymers
2023,May,wos,College of Science,Scientific,Understanding the Active Mechanisms of Plant (Sesuvium portulacastrum L.) against Heavy Metal Toxicity,MATERIALS
2023,May,scopus,College of Science,Scientific,Demographic and treatment risk factors of cancer-specific mortality among children and adolescent leukemia patients: a population-based study,Journal of Functional Biomaterials
2023,May,wos,College of Science,Scientific,"Significance of Darcy–Forchheimer Law, Activation Energy, and Brownian Motion of Tiny Particles on the Dynamics of Rotating MHD Micropolar Nanofluid",CERAMICS INTERNATIONAL
2023,May,wos,College of Science,Scientific,"The effect of using fresh farmyard manure (animal manure) on the severity of Fusarium verticilioides in soil, root, stem, and kernels as well as lodging and borer incidence of maize plants",INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER
2023,May,wos,College of Science,Scientific,Trace elements-based Auroshell gold@hematite nanostructure: Green synthesis and their hyperthermia therapy,FRACTAL AND FRACTIONAL
2023,May,wos,College of Science,Scientific,Nano-Conversion of Ineffective Cephalosporins into Potent One against Resistant Clinical Uro-Pathogens via Gold Nanoparticles,PHYSICS OF FLUIDS
2023,May,wos,College of Science,Scientific,Theory and Semi-Analytical Study of Micropolar Fluid Dynamics through a Porous Channel,MICROORGANISMS
2023,May,wos,College of Science,Scientific,Atangana-Baleanu-Caputo differential equations with mixed delay terms and integral boundary conditions,APPLIED SCIENCES-BASEL
2023,May,wos,College of Science,Scientific,Weighted survival functional entropy and its properties,MATERIALS CHEMISTRY AND PHYSICS
2023,May,scopus,College of Science,Scientific,A Comparative Analysis of Fractional-Order Fokker-Planck Equation,Materials Chemistry and Physics
2023,May,scopus,College of Science,Scientific,A Flexible Class of Two-Piece Normal Distribution with a Regression Illustration to Biaxial Fatigue Data,Chemical Engineering Journal
2023,May,wos,College of Science,Scientific,Clustering of COVID-19 Multi-Time Series- Based K-Means and PCA With Forecasting,JOURNAL OF SOLID STATE ELECTROCHEMISTRY
2023,May,wos,College of Science,Scientific,Copula Approach for Dependent Competing Risks of Generalized Half-Logistic Distributions under Accelerated Censoring Data,FRONTIERS IN GENETICS
2023,May,wos,College of Science,Scientific,A novel mathematical model for the effects of wall properties on pumping flow of a biofluid in a symmetrical three-dimensional curved duct,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY
2023,May,wos,College of Science,Scientific,On the Eigenvalues of Spectral Gaps of Elliptic PDEs on Waveguides,ANIMALS
2023,May,scopus,College of Science,Scientific,Computational Analysis for Frechet Parameters of Life from Generalized Type-II Progressive Hybrid Censored Data with Applications in Physics and Engineering,Optical Materials
2023,May,wos,College of Science,Scientific,Computational Modeling of Thermodynamical Pulsatile Flow with Uncertain Pressure in Hydrocephalus,FRACTAL AND FRACTIONAL
2023,May,scopus,College of Science,Scientific,"Gamma((alpha,beta))-BE-Algebras",Journal of Materials Science: Materials in Electronics
2023,May,wos,College of Science,Scientific,Thermal Onsets of Viscous Dissipation for Radiative Mixed Convective Flow of Jeffery Nanofluid across a Wedge,INTERNATIONAL JOURNAL OF FOOD PROPERTIES
2023,May,wos,College of Science,Scientific,Higher-Order Delay Differential Equation with Distributed Deviating Arguments: Improving Monotonic Properties of Kneser Solutions,JOURNAL OF SAUDI CHEMICAL SOCIETY
2023,May,wos,College of Science,Scientific,Moisture Diffusivity and Photothermal Excitation in Non-Local Semiconductor Materials with Laser Pulses,INTERNATIONAL JOURNAL OF NANOMEDICINE
2023,May,wos,College of Science,Health-related / Medical,"(beta,gamma)-Skew QC Codes with Derivation over a Semi-Local Ring",PARASITOLOGY INTERNATIONAL
2023,May,wos,College of Science,Scientific,A Comparative Analysis of Machine Learning Models: A Case Study in Predicting Chronic Kidney Disease,FRONTIERS IN PLANT SCIENCE
2023,May,wos,College of Science,Scientific,Analytical approximations to a generalized forced damped complex Duffing oscillator: multiple scales method and KBM approach,RADIATION PHYSICS AND CHEMISTRY
2023,May,wos,College of Science,Scientific,Compound-Combination Synchronization for Fractional Hyperchaotic Models with Different Orders,JOURNAL OF MANUFACTURING AND MATERIALS PROCESSING
2023,May,wos,College of Science,Scientific,Computational Analysis of Darcy–Forchheimer Flow of Cu/Al–Al2O3 Hybrid Nanofluid in Water over a Heated Stretchable Plate with Nonlinear Radiation,OPTIK
2023,May,scopus,College of Science,Scientific,Effects of rotating square shape and oriented fins on convective flow of nanofluid contained in a cavity under magnetic field effect,Open Chemistry
2023,May,wos,College of Science,Scientific,Estimations of Modified Lindley Parameters Using Progressive Type-II Censoring with Applications,TOXICS
2023,May,wos,College of Science,Scientific,Further Properties of Tsallis Entropy and Its Application,OPTICAL MATERIALS
2023,May,scopus,College of Science,Scientific,Generalizations of Higher-Order Duality for Multiple Objective Nonlinear Programming under the Generalizations of Type-I Functions,Journal of Molecular Structure
2023,May,scopus,College of Science,Scientific,Heat/mass transfer of a rotated dual wavy shape in a nanofluid-filled cavity partially saturated by porous media,Numerical Heat Transfer; Part A: Applications
2023,May,wos,College of Science,Scientific,Impact of Fractional Derivative and Brownian Motion on the Solutions of the Radhakrishnan-Kundu-Lakshmanan Equation,JOURNAL OF MATHEMATICS AND COMPUTER SCIENCE-JMCS
2023,May,scopus,College of Science,Scientific,Implementation of Yang residual power series method to solve fractional non-linear systems,Symmetry
2023,May,wos,College of Science,Scientific,Increased Prevalence of EBV Infection in Nasopharyngeal Carcinoma Patients: A Six-Year Cross-Sectional Study,SYMMETRY-BASEL
2023,May,wos,College of Science,Scientific,Natural convection of NEPCM in a partial porous H-shaped cavity: ISPH simulation,NOTULAE BOTANICAE HORTI AGROBOTANICI CLUJ-NAPOCA
2023,May,wos,College of Science,Scientific,NEW (3+1)-DIMENSIONAL INTEGRABLE EXTENSIONS OF THE (MODIFIED) VAKHNENKO-PARKES EQUATION,ACS OMEGA
2023,May,scopus,College of Science,Scientific,New Conditions for Testing the Asymptotic and Oscillatory Behavior of Solutions of Neutral Differential Equations of the Fourth Order,Ceramics International
2023,May,wos,College of Science,Scientific,On the Estimation of the Binary Response Model,JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS
2023,May,wos,College of Science,Scientific,Photothermal Excitation Process in Semiconductor Materials under the Effect Moisture Diffusivity,MEDICINA-LITHUANIA
2023,May,wos,College of Science,Scientific,Prediction of Complex Stock Market Data Using an Improved Hybrid EMD-LSTM Model,JOURNAL OF SAUDI CHEMICAL SOCIETY
2023,May,scopus,College of Science,Scientific,Response of excited microelongated non-local semiconductor layer thermomechanical waves to photothermal transport processes,Journal of Saudi Chemical Society
2023,May,wos,College of Science,Scientific,Third-Order Neutral Differential Equation with a Middle Term and Several Delays: Asymptotic Behavior of Solutions,SYMMETRY-BASEL
2023,May,wos,College of Science,Scientific,A new authentication scheme based on monogenic semigroup,OPTICAL MATERIALS
2023,May,wos,College of Science,Scientific,A Numerical Analysis of the Hybrid Nanofluid (Ag+TiO2+Water) Flow in the Presence of Heat and Radiation Fluxes,SYMMETRY-BASEL
2023,May,wos,College of Science,Scientific,Certain Curvature Conditions on Kenmotsu Manifolds and ŋ-η-Ricci Solitons,COATINGS
2023,May,wos,College of Science,Scientific,Improved Properties of Positive Solutions of Higher Order Differential Equations and Their Applications in Oscillation Theory,SEPARATIONS
2023,May,wos,College of Science,Scientific,Problem on piecewise Caputo-Fabrizio fractional delay differential equation under anti-periodic boundary conditions,ACS OMEGA
2023,May,wos,College of Science,Scientific,Improvement in electronic attributes of tungsten diselenide (WSe2)-based field-effect transistor via gas doping (DUV + N-2),INORGANIC CHEMISTRY COMMUNICATIONS
2023,May,scopus,College of Science,Scientific,"Optimising the physical, thermal, optical, and gamma-ray shielding features of B2O3-As2O3-Li2O-PbO glasses",Materials Science and Engineering B: Solid-State Materials for Advanced Technology
2023,May,wos,College of Science,Scientific,Facile hydrothermal synthesis of manganese-doped chromium sulfide with reduced graphene oxide nanocomposites for energy storage system,CASE STUDIES IN THERMAL ENGINEERING
2023,May,wos,College of Science,Scientific,A zirconium-based microporous metal-organic framework for molecular sieving CO2 separation,CASE STUDIES IN THERMAL ENGINEERING
2023,May,scopus,College of Science,Scientific,Facile fabrication of ternary CuO/CuS/ZnS for photodegradation of methylene blue,Open Chemistry
2023,May,scopus,College of Science,Scientific,"STRUCTURE, THERMAL, AND PHYSIC-CHEMICAL PROPERTIES OF SOME CHALCOGENIDE ALLOYS",Journal of Molecular Graphics and Modelling
2023,May,wos,College of Science,Scientific,Fabrication of Efficient Electrocatalysts for Electrochemical Water Oxidation Using Bimetallic Oxides System,PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY
2023,May,wos,College of Science,Scientific,Analytical Solutions for a New Form of the Generalized q-Deformed Sinh-Gordon Equation: ?(2)u/?z?? = e(au)[sinh(q)(u(?))]p- d,FRONTIERS IN PLANT SCIENCE
2023,May,wos,College of Science,Scientific,Chemometrics and Spectroscopic Analyses of Peganum harmala Plant's Seeds by Laser-Induced Breakdown Spectroscopy,ALEXANDRIA ENGINEERING JOURNAL
2023,May,wos,College of Science,Scientific,"Successive Photocatalytic Degradation of Methylene Blue by ZnO, CuO and ZnO/CuO Synthesized from Coriandrum sativum Plant Extract via Green Synthesis Technique",POLYMERS
2023,May,wos,College of Science,Scientific,"Glass transition, topology, and elastic models of Se-based glasses",SYMMETRY-BASEL
2023,May,scopus,College of Science,Scientific,Successive approximate solutions for nonlinear oscillation and improvement of the solution accuracy with efficient non-perturbative technique,International Journal of Hydrogen Energy
2023,May,wos,College of Science,Scientific,Translocation of tungsten(vi) oxide/gadolinium(iii) fluoride in tellurite glasses towards improvement of gamma-ray attenuation features in high-density glass shields,MICROMACHINES
2023,May,wos,College of Science,Scientific,"Mechanical properties, elastic moduli, and gamma ray attenuation competencies of some TeO2-WO3-GdF3 glasses: Tailoring WO3-GdF3 substitution toward optimum behavioral state range",FRONTIERS IN MICROBIOLOGY
2023,May,wos,College of Science,Scientific,A Novel Approach for Contextual Clustering and Retrieval of Behavior Trees to Enrich the Behavior of Social Intelligent Agents,ACS OMEGA
2023,May,scopus,College of Science,Scientific,Advanced investigation of a putative adsorption process of nine non key food odorants (non-KFOs) on the broadly tuned human olfactory receptor OR2W1: Statistical physics modeling and molecular docking study,Poultry Science
2023,May,scopus,College of Science,Scientific,An Innovative Compact Split-Ring-Resonator-Based Power Tiller Wheel-Shaped Metamaterial for Quad-Band Wireless Communication,Molecules
2023,May,wos,College of Science,Health-related / Medical,Anisotropic phonon dispersion and optoelectronic properties of few-layer HfS2,JOURNAL OF APPLIED ANALYSIS AND COMPUTATION
2023,May,wos,College of Science,Scientific,Attosecond-Angstrom free-electron-laser towards the cold beam limit,CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES
2023,May,scopus,College of Science,Scientific,Customized structural and mechanical characteristics of Eu3+ imbued boro-telluro-dolomite glasses: effect of Dy3+ co-doping,Axioms
2023,May,wos,College of Science,Scientific,Detection of ammonia gas at room temperature through Sb doped SnO2 thin films: Improvement in sensing performance of SnO2,APPLIED SCIENCES-BASEL
2023,May,wos,College of Science,Scientific,"DFT insights on the opto-electronic and thermoelectric properties of double perovskites K2AgSbX6 (X = Cl, Br) via halides substitutions for solar cell applications",JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS
2023,May,wos,College of Science,Scientific,Effect of Copper Substitution on the Electrocatalytic Activity of ZnMn2O4 Spinel Embedded on Reduced Graphene Oxide Nanosheet for the Oxygen Evolution Process,ADVANCED COMPOSITES AND HYBRID MATERIALS
2023,May,wos,College of Science,Scientific,Elastic scattering analysis using different phenomenological and microscopic potentials for 7 Li + 27 Al system,DIAGNOSTICS
2023,May,wos,College of Science,Scientific,"Elastic-mechanical, dielectric properties, and γ-radiation safety competence of calcium boro-zinc glass systems reinforced with Nb5+ ions: experimental and theoretical studies",JOURNAL OF PHYSICAL CHEMISTRY C
2023,May,scopus,College of Science,Scientific,Elemental study of Devarda’s alloy using calibration free-laser induced breakdown spectroscopy (CF‒LIBS),Journal of Materials Science
2023,May,wos,College of Science,Scientific,Engineering the physical properties of CdS thin films through incorporation of Fe dopant for photodetector applications,ACS APPLIED NANO MATERIALS
2023,May,wos,College of Science,Scientific,Enhanced Photoresponsivity UV-C Photodetectors Using a p-n Junction Based on Ultra-Wide-Band Gap Sn-Doped beta-Ga2O3 Microflake/MnO Quantum Dots,SYMMETRY-BASEL
2023,May,scopus,College of Science,Scientific,Exploration of the Glass Domain in the SiO2-B2O3-TiO2-La2O3 System,Pharmaceuticals
2023,May,wos,College of Science,Scientific,Facile synthesis of SmSe supported on multiwalled carbon nanotubes for supercapacitor applications,JOURNAL OF SOL-GEL SCIENCE AND TECHNOLOGY
2023,May,wos,College of Science,Scientific,Green synthesis of Moringa oleifera leaf nanoparticles and an assessment of their therapeutic potential,CRYSTALS
2023,May,wos,College of Science,Scientific,Insights into visible luminescence and energy transfer mechanism of Eu3+/Dy3+ co-doped dolo-telluro-borate glasses,MATERIALS
2023,May,scopus,College of Science,Scientific,"LIBS assisted PCA analysis of multiple rare-earth elements (La, Ce, Nd, Sm, and Yb) in phosphorite deposits",Environmental Science and Pollution Research
2023,May,wos,College of Science,Scientific,Linkage of thermoelectric properties with the structural parameters in zinc indium oxide (ZnInO) thin films grown by physical vapor deposition (PVD),AXIOMS
2023,May,wos,College of Science,Scientific,Low energy irradiation induced effects on the surface characteristics of polydimethylsiloxane polymeric films,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES
2023,May,wos,College of Science,Scientific,Mechanical and radiation shielding features of lithium titanophosphate glasses doped BaO,RADIATION PHYSICS AND CHEMISTRY
2023,May,wos,College of Science,Scientific,Numerical Computation of Hybrid Morphologies of Nanoparticles on the Dynamic of Nanofluid: The Case of Blood-Based Fluid,SCIENCE OF THE TOTAL ENVIRONMENT
2023,May,wos,College of Science,Scientific,"Optical, Microhardness, and Radiation Shielding Properties of Rare Earth Doped Strontium Barium Titanate Polyvinylidene Fluoride Nanocomposites",ALEXANDRIA ENGINEERING JOURNAL
2023,May,wos,College of Science,Scientific,Optimization of MHD Flow of Radiative Micropolar Nanofluid in a Channel by RSM: Sensitivity Analysis,JOURNAL OF RADIATION RESEARCH AND APPLIED SCIENCES
2023,May,scopus,College of Science,Scientific,Physical behavior of nanoparticles-enhanced PCM including transient conduction,Plants
2023,May,scopus,College of Science,Scientific,"Possible Half-Metallic Ferromagnetism in Rare-Earth Metals Based Ruthenate Double Perovskites: Ba2RERuO6 (RE = Dy, Tm)",Computers in Biology and Medicine
2023,May,scopus,College of Science,Scientific,"Potential role of hydrazinyl 1,2,4-triazoles derivatives as acetylcholinesterase inhibitors: synthesis, biological evaluation, kinetics mechanism and molecular docking and simulation studies","Computers, Materials and Continua"
2023,May,wos,College of Science,Scientific,Prediction of asphaltene stability in crude oils using machine learning algorithms,AXIOMS
2023,May,wos,College of Science,Scientific,Pressure-Driven Fabrication of Zn-Doped Co3C@Carbon Nano-Onions for Robust Oxygen Evolution Reaction,SURFACE INNOVATIONS
2023,May,wos,College of Science,Scientific,"Radiation shielding ability and optical features of La2O3+TiO2+Nb2O5+WO3+X2O3 (X=B, Ga, and In) glass system containing high-entropy oxides",SILICON
2023,May,scopus,College of Science,Scientific,"Revealing the electronic, optical and photocatalytic properties of PN-M2CO2 (P = Al, Ga; M = Ti, Zr, Hf) heterostructures",Scientific Reports
2023,May,wos,College of Science,Scientific,Robust microporous hydrogen−bonded organic framework for highly selective purification of methane from natural gas,AIP ADVANCES
2023,May,wos,College of Science,Scientific,Significance of Ternary Hybrid Nanoparticles on the Dynamics of Nanofluids over a Stretched Surface Subject to Gravity Modulation,JOURNAL OF MOLECULAR LIQUIDS
2023,May,wos,College of Science,Scientific,"Significant impact of lead(II) chloride on synthesis and properties of boron-based metallic glasses for mechanical, optical, and radiation applications",APPLIED SCIENCES-BASEL
2023,May,wos,College of Science,Scientific,Spatially asymmetric cascade nanocatalysts for enhanced chemodynamic therapy,MATHEMATICS
2023,May,wos,College of Science,Scientific,Stabilizing structure and voltage decay of lithium-rich cathode materials,SYMMETRY-BASEL
2023,May,scopus,College of Science,Scientific,Surface modifications and optical studies of irradiated flexible PDMS materials,Symmetry
2023,May,wos,College of Science,Scientific,Synthesis and characterization of BaGd0.1Fe1.9O4 ferrite/polypyrrole composites for microwave applications,AXIOMS
2023,May,wos,College of Science,Scientific,"Synthesis, structure, radiation attenuation efficacy as well as prediction of density using artificial intelligence techniques of lead borate lithium zinc strontium glasses",MATHEMATICS
2023,May,wos,College of Science,Scientific,"The impact of SrO on borophosphate glasses: synthesis, structure, optical properties as well as gamma-ray shielding performance",KOREAN JOURNAL OF CHEMICAL ENGINEERING
2023,May,wos,College of Science,Scientific,"Theoretical insight on the electronic band structure, mechanical, vibrational and thermodynamic characteristic of antiperovskites RE3InN (RE=Y and La)",OPTIK
2023,May,wos,College of Science,Scientific,Utilizing Fe2O3 in phosphate-based glasses to enhance biocompatibility and gamma-ray absorption characteristics: A step towards understanding of Na2O/Fe2O3 translocation in P2O5–CaO–Na2O glass system,BIONANOSCIENCE
